No,Tanggal Iklan,URL,Harga_Juta,Kota,Luas Tanah,Luas Bangunan,Kamar Tidur,Kamar Mandi,Kamar Tidur Pembantu,Kamar Mandi Pembantu,Carport,Garasi,Listrik,Surat,Judul,Deskripsi
70,03-31-2021,"Rumah dijual 1 lantai, 3 kamar hos8102596 | rumah123.com",825,Semarang,123,80,3,1,0,0,0,0,2200,SHM,"SIAP HUNI 2 LANTAI, DEKET BSB NGALIAN SEMARANG BARAT","RUMAH BAGUS DAN BARU.
  2 LANTAI.
  BERLOKASI DI NGALIAN (DEKAT BSB CITY).
  CLUSTER ONE GATE SYSTEM.
  - TYPE 80/123M2 HARGA 825JT ( KOLAM RENANG PRIBADI).
  - TYPE 120/120M2 HARGA 850JT .
  PEMBAYARAN BISA VIA CASH MAUPUN KPR.
  
  LOKASI SANGAT STRATEGIZ.
  DEKET BANGET DENGAN JALAN RAYA.
  
  INFO LENGKAP, SILAHKAN TELPON ATAU WHATSAP KAMI."
71,03-30-2021,https://www.rumah123.com/properti/semarang/hos8078462/,343,Semarang,100,36,2,1,0,0,0,0,1300,SHM,RUMAH MURAH DI UNGARAN TIMUR DEKAT ALUN ALUN,LOKASI SUPER STRATEGIS : PINGGIR JALAN RAYA UNGARAN-KALONGAN
72,03-30-2021,https://www.rumah123.com/properti/semarang/hos8017978/,250,Semarang,108,108,3,1,0,0,0,0,0,HGB,TANAH &AMP BANGUNAN DI KOTA SEMARANG,"SPESIFIKASI :
 SHGB
 LT. 108 M2 / LB. 108 M2
 1 LANTAI
 3 KAMAR TIDUR
 1 KAMAR MANDI
 DAPUR
 
 CASH ATAU KREDIT"
73,03-27-2021,https://www.rumah123.com/properti/semarang/hos8045464/,4000,Semarang,320,280,3,2,1,1,1,2,2200,SHM,"RUMAH DI SRONDOL BUMI INDAH, SEMARANG","RUMAH DIJUAL DI SRONDOL BUMI INDAH, SEMARANG,
  LOKASI STRATEGIS DEKAT JALAN RAYA SETIABUDI, DEPAN BANTENG REIDERS.
  
  FASILITAS :
  GARASI 2 MOBIL
  CARPORT 1 MOBIL
  LISTRIK 2200
  PAM
  TELPON 1 LINE
  
  
  SPESIFIKASI:
  SHM
  IMB
  3+1 KAMAR TIDUR
  2+1 KAMAR MANDI
  DAPUR
  CARPORT
  
  
  HARGA NEGO
  PEMILIK LANGSUNG
  MINAT? LANGSUNG WHATSAPP KAMI."
74,03-27-2021,https://www.rumah123.com/properti/semarang/hos8086488/,486,Semarang,90,40,2,1,0,0,0,0,2200,SHM,RUMAH BARU DI BANYUMANIK DIBAWAH LIMA RATUS JUTA,"DIJUAL 6 UNIT RUMAH DI PERUMAHAN ALIVIA, BANYUMANIK, SEMARANG.
  
  
  HARGA PROMO, DISKON BESAR-BESARAN. DIBAWAH 500 JUTA RUPIAH..
  HARD CASH ATAU KPR BISA.
  
  DIJUAL JUGA YANG ADA PERABOTNYA, FULL. HANYA MENAMBAH BIAYA SEBESAR RP. 90.000.000
  
  MASIH TERSISA TANAH DIBELAKANG SELUAS 30 M2.
  
  
  BONUS :
  - AC 2 UNIT
  - POMPA AIR
  - DAN LAIN - LAIN
  
  BONUS BISA DITUKAR DENGAN DISKON
  
  
  RUMAH READY, TINGGAL MENEMPATI SAJA. MINAT?
  LANGSUNG WHATSAPP KAMI 085866856028.
  DEVELOPER RESMI."
75,03-25-2021,https://www.rumah123.com/properti/semarang/hos8078415/,650,Semarang,175,225,5,2,1,1,0,0,900,SHM,RUMAH LUAS DI UNGARAN KOTA BELAKANG BNI,"(RUMAH PRIBADI) MONGGO DIJUAL/DIKONTRAKKAN, RUMAH 2 LANTAI (MENGHADAP BARAT)"
76,03-22-2021,https://www.rumah123.com/properti/semarang/hos4088160/,7500,Semarang,280,460,4,4,1,1,0,0,0,HGB,RUMAH BARU MODERN MINIMALIS DI GREEN ROYALE CANDI GOLF SEMARANG,"DIJUAL RUMAH BARU GRESS MODERN MINIMALIS DI GREEN ROYALE CANDI GOLF SEMARANG. ADA KOLAM RENANG PRIBADI. VIEW PERBUKITAN YANG HIJAU. LOKASI AMAN, TENANG DAN NYAMAN. RUMAH DENGAN SISTEM CLUSTER KEAMANAN 24 JAM. CCTV ADA DI SETIAP UJUNG JALAN. LOKASI DEKAT DENGAN PUSAT KOTA. HANYA 12 MENIT KE SIMPANG LIMA SEMARANG. FASILITAS : LAPANGAN GOLF 9 HOLE YANG SEDANG DIKEMBANGAN MENJADI 18 HOLE, DRIVING RANGE, WATERBLASTER, PAINT BALL ARENA, SEKOLAH MONDIAL, SINGAPORE INTERNATIONAL SCHOOL, GANDHI MEMORIAL SCHOOL. CLUB HOUSE: ALBATROS CAFE, MEETING ROOM, FUNCTION HALL, BBQ AREA, LAPANGAN TENIS"
77,03-22-2021,https://www.rumah123.com/properti/semarang/hos7263877/,3500,Semarang,230,200,3,2,1,1,0,0,0,SHM,RUMAH BARU RENOV TOTAL SEPERTI BARU DI GRHA CANDI GOLF SEMARANG,"DIJUAL RUMAH SEPERTI BARU GRESS LOKASI EKSKLUSIF GRHA CANDI GOLF. LOKASI AMAN, TENANG DAN NYAMAN. RUMAH DENGAN SISTEM CLUSTER KEAMANAN 24 JAM. CCTV ADA DI SETIAP UJUNG JALAN. LOKASI DEKAT DENGAN PUSAT KOTA. HANYA 12 MENIT KE SIMPANG LIMA SEMARANG. FASILITAS : LAPANGAN GOLF 9 HOLE YANG SEDANG DIKEMBANGAN MENJADI 18 HOLE, DRIVING RANGE, WATERBLASTER, PAINT BALL ARENA, SEKOLAH MONDIAL, SINGAPORE INTERNATIONAL SCHOOL, GANDHI MEMORIAL INTERCONTINENTAL SCHOOL, JUGA DEKAT DENGAN SEKOLAH BINA BANGSA SCHOOL. CLUB HOUSE: ALBATROS CAFE, MEETING ROOM, FUNCTION HALL, BBQ AREA, LAPANGAN TENIS. ATAP ADA TAMBAHAN DAK."
78,03-20-2021,https://www.rumah123.com/properti/semarang/hos7261517/,2710,Semarang,189,145,3,2,1,1,0,0,5500,SHM,RUMAH MEWAH DEKAT UNDIP DAN PATUNG KUDA TEMBALANG,RUMAH TERAWAT 2 LANTAI LANGSUNG PAKAI KAWASAN CLUSTER
79,03-18-2021,https://www.rumah123.com/properti/semarang/hos8038838/,633,Semarang,91,50,2,2,0,0,0,0,1300,SHM,RUMAH DEKAT CITRA GRAND SAMBIROTO TEMBALANG,"KSB TAMAN CENDANA SAMBIROTO
  JL.BUKIT CENDANA SAMBIROTO , TEMBALANG , SEMARANG, JAWA TENGAH.
  LOKASI SANGAT STRATEGIS!!!
  HUNIAN MEWAH DI KOTA SEMARANG
  EXCLUSIVE HANYA 6 UNIT
  
  BLOK A1~TYPE 50/91M2 HARGA 633JT
  BLOK A2~TYPE 50/104M2 (HOOK) HARGA 683JT ( SOLD )
  BLOK A3~TYPE 50/97,5M2 HARGA 653JT
  BLOK A4~TYPE 50/97,5M2 (HOOK) HARGA 673JT
  BLOK A5~TYPE 50/117M2 HARGA 713JT
  BLOK A6~TYPE 50/117M2 HARGA 713JT
  
  KHUSUS PROMO CASH KERAS 2 UNIT POTONGAN 40JT
  SOFCASH POTONGAN 20JT
  KPR POTONGAN 10JT
  
  
  DAN MASIH DAPAT BONUS LANGSUNG
  *BIAYA BALIK NAMA
  *BIAYA NOTARIS
  *TAMAN CANTIK
  *AC 1 UNIT 1/2 PK
  *TANDON AIR
  
  LOKASI SUPER STRATEGIS ! :
  - 5 MENIT KE RSUD KRMT WONGSONEGORO ( KETILENG )
  - 5 MENIT KE SPBU KETILENG
  - 7 MENIT KE SMUN 15
  - 7 MENIT KE KAMPUS UNIMUS
  - 5 MENIT KE KAMPUS AKBID
  - 7 MENIT KE PASAR PEDURUNGAN
  - 8 MENIT ADA SWALAYAN FATMAWATI
  - 10 MENIT KE PIZZA HUT"
80,03-18-2021,https://www.rumah123.com/properti/semarang/hos8016495/,1600,Semarang,258,198,9,2,0,0,0,1,2200,SHM,RUMAH MEWAH SIAP BANGUN DI PETERONGAN SEMARANG,"LISTING EXCLUSIVE SPN GROUP RUMAH MANGGIS PETERONGAN LUAS TANAH 258 M2 LUAS BANGUNAN 198 M2 BANGUNAN 2 LANTAI TERDIRI DARI 9 KAMAR TIDUR DAN 2 KAMAR MANDI LISTRIK 2200 WATT AIR PAM HADAP UTARA JALAN LEBAR 7 METER,DEKAT JAVA SUPER MALL HARGA 1.6 MILIAR SOLE AGENT : SPN GROUP"
81,03-17-2021,https://www.rumah123.com/properti/semarang/hos8009804/,2800,Semarang,1000,600,6,5,2,1,10,2,5500,SHM,RUMAH MEWAH DENGAN KOLAM RENANG SIAP HUNI DI SEMARANG,"BAGI ANDA DAN KELUARGA YANG INGIN HUNIAN MEWAH DI KOTA DENGAN UDARA YANG SEJUK, RUMAH INI SANGAT COCOK MENJADI PILIHAN ANDA. KARENA TERDAPAT KOLAM RENANG DENGAN VIEW KE PENGUNUNGAN UNGARAN, UDARA BERSIH DAN SEJUK AKAN ANDA DAPATKAN SETIAP HARI.
  
  .
  
  LOKASI 500 M DARI PINTU TOL UNGARAN DEKAT RUMAH BUPATI UNGARAN, JUGA BISA DIGUNAKAN SEBAGAI HOTEL BUDGET KARENA LOKASI SANGAT STRATEGIS DEKAT DENGAN BERBAGAI TEMPAT REKREASI SEPERTI ECO PARK TUNTANG, KETEPAS BAWEN, BANDUNGAN DAN TEMPAT REKREASI LAIN NYA. DEKAT DENGAN FASILITAS UMUM SEPERTI RSUD UNGARAN, SEKOLAH, TEMPAT OLEH-OLEH UNGARAN.
  
  .
  
  SPESIFIKASI:
  
  LT/LB 1000/600 M2
  
  KAMAR TIDUR 6 + 2
  
  KAMAR MANDI 5 + 1
  
  GUDANG
  
  GARASI/CARPORT 2+10
  
  KOLAM RENANG + KAMAR BILAS
  
  TAMAN BELAKANG DAN SAMPING
  
  .
  
  HARGA 2,8 M (NEGO)
  
  .
  
  MARI SURVEY DENGAN SAYA, HUBUNGI:
  
  GIENA
  
  0838 9890 2362"
82,03-16-2021,https://www.rumah123.com/properti/semarang/hos8039284/,800,Semarang,154,186,2,2,0,0,0,1,2200,SHM,RUMAH MEWAH 2 LANTAI SIAP HUNI MURAH DI KALISEGORO GUNUNGPATI,"HUNIAN READY DEKAT KAMPUS UNNES, DESAIN VILLA MEWAH. DISAMPING PERKAMPUNGAN YG ASRI ."
83,03-15-2021,https://www.rumah123.com/properti/semarang/hos7399027/,1450,Semarang,200,120,3,2,1,1,1,0,2200,HGB,"RUMAH TAMAN SARI HILL, TEMBALANG SEMARANG","KAMAR TIDUR 3+1
  
  KAMAR MANDI 2+1
  
  LEBAR DEPAN 10X20 METER
  
  HADAP UTARA
  
  LISTRIK 2200 WATT
  
  ARTETIS
  
  AC
  
  CARPORT
  
  DIJUAL RUMAH CLUSTER BERHAWA SEJUK, ADA VIEW, BEBAS BANJIR, DEKAT KAMPUS UNDIP, SEKOLAH, PERTOKOAN, PERKANTORAN.
  
  (DI)"
84,03-15-2021,https://www.rumah123.com/properti/semarang/hos7891473/,6000,Semarang,333,250,3,1,1,1,4,0,4400,SHM,"RUMAH MEWAH TENGAH KOTA DI KERTANEGARA SELATAN, SEMARANG SELATAN, SEMARANG","KAMAR TIDUR 3+1
  
  KAMAR MANDI 1+1
  
  LEBAR DEPAN 11 METER
  
  HADAP BARAT
  
  LISTRIK 4.400 WATT
  
  1 LANTAI
  
  ARTETIS
  
  CARPORT 4
  
  RUMAH MEWAH TENGAH KOTA SEMARANG, KONDISI BANGUNAN BAGUS.
  
  LOKASI DEKAT SIMPANG LIMA, DEKAT JL PAHLAWAN, JL SRIWIJAYA.
  
  AKSES KEMANA-MANA MUDAH.
  
  (ER)"
85,03-15-2021,https://www.rumah123.com/properti/semarang/hos7679739/,1400,Semarang,170,240,3,3,1,0,0,0,2200,SHM,"RUMAH TERAWAT DI BUKIT TIMUR, BUKIT SARI BANYUMANIK, SEMARANG","KAMAR TIDUR 3+1
  
  KAMAR MANDI 3
  
  2 LANTAI
  
  PDAM
  
  LISTRIK 2.200 WATT
  
  VIEW BAGUS
  
  KONDISI BANGUNAN TERAWAT
  
  RUMAH INI SELAIN DIJUAL JUGA BISA DISEWAKAN, HARGA 50 JUTA/TAHUN, ATAU 45 JUTA UNTUK 2 TAHUN.
  
  (IF)"
86,03-15-2021,https://www.rumah123.com/properti/semarang/hos7963918/,8000,Semarang,608,486,5,5,2,1,1,1,13000,HGB,"RUMAH BAGUS DI CANDI PRAMBANAN, NGALIYAN, SEMARANG","KAMAR TIDUR 5+2
  
  KAMAR MANDI 5+1
  
  LEBAR DEPAN 37 METER
  
  2 LANTAI
  
  LISTRIK 13.000 WATT
  
  PDAM
  
  13 AC
  
  WATER HEATER
  
  TERAS
  
  GUDANG
  
  GARASI
  
  CARPORT
  
  TAMAN
  
  RUMAH LOKASI BAGUS, BEBAS BANJIR, RUMAH BARU.
  
  DEKAT KOTA, SEKOLAH, BANDARA, PERKANTORAN, PERTOKOAN, KULINER, AKSES PINTU TOL.
  
  (DI)"
87,03-15-2021,https://www.rumah123.com/properti/semarang/hos7438240/,1100,Semarang,120,80,2,1,0,0,1,0,3500,SHM,"RUMAH SIAP PAKAI DI BERANDA BALI UBUD, MIJEN SEMARANG","AMAR TIDUR 2
  
  KAMAR MANDI 1
  
  LEBAR DEPAN 8 METER
  
  HADAP BARAT
  
  LISTRIK 3500 WATT
  
  1 LANTAI
  
  CARPORT
  
  RUMAH BARU RENOVASI FULL FURNISHED, SIAP PAKAI, LINGKUNGAN NYAMAN, AMAN, ASRI, JALAN LEBAR.
  
  LOKASI DEPAN TAMAN, DEKAT UNIKA, DEKAT MALL HANYA 300 METER JARAKNYA.
  
  TERLETAK DI AREA BSB CITY YANG HIJAU DAN BERKEMBANG PESAT."
88,03-15-2021,https://www.rumah123.com/properti/semarang/hos8014763/,1800,Semarang,186,300,4,3,1,1,2,0,4400,SHM,"RUMAH MINIMALIS DI GRAHA WAHID, CLUSTER MADRID, TEMBALANG, SEMARANG","KAMAR TIDUR 4+1
  
  
  
  KAMAR MANDI 3+1
  
  
  
  HADAP BARAT LAUT
  
  
  
  LISTRIK 4.400 WATT
  
  
  
  2 LANTAI
  
  
  
  ARTETIS
  
  
  
  AC 2
  
  
  
  CARPORT 2
  
  
  
  UNFURNISHED
  
  
  
  RUMAH MINIMALIS DENGAN LOKASI CLUSTER, BANGUNAN BAGUS DAN SUDAH RENOVASI, LINGKUNGAN TENANG, AMAN.
  
  
  
  JALANAN BISA 2 MOBIL, TERSEDIA CLUB HOUSE, ADA KOLAM IKAN DI HALAMAN BELAKANG.
  
  
  
  DEKAT UNDIP TEMBALANG TOL GAYAMSARI.
  
  
  
  (FD)"
89,03-15-2021,https://www.rumah123.com/properti/semarang/hos7835854/,775,Semarang,100,50,2,1,0,0,0,0,1300,SHM,RUMAH MURAH BISA NEGO DI SAWUNGGALING BANYUMANIK DEKAT JALAN TOL,ROYAL VIEW SAWUNGGALING
90,03-15-2021,https://www.rumah123.com/properti/semarang/hos7805536/,505,Semarang,138,45,2,1,0,0,0,0,1300,SHM,LOKASI ARYAMUKTI LUAS TANAH 130 M2 MODERN HOME,LOKASINYA STRATEGIS DKT MANUNGGAL JATI MAJAPAHIT PEDURUNGAN.
91,03-15-2021,https://www.rumah123.com/properti/semarang/hos7690976/,1100,Semarang,170,69,2,1,0,0,1,1,2200,SHM,RMH LUAS 170 DI CITRA GRAND SAMBIROTO TEMBALANG,RUMAH DI CITRA GRAND SAMBIROTO TEMBALANG.
92,03-15-2021,https://www.rumah123.com/properti/semarang/hos7635656/,399,Semarang,99,45,2,1,0,0,0,0,1300,SHM,RUMAH STRATEGIS DKT ALFAMART ARYAMUKTI MANUNGGAL JATI DAN HOTEL HORISON,LOKASINYA STRATEGIS DKT MANUNGGAL JATI MAJAPAHIT PEDURUNGAN. TYPE 45/99 HARGA 434JT. KHUSUS PEMBELIAN CASH DI BULAN INI DISKON 35JT
93,03-15-2021,https://www.rumah123.com/properti/semarang/hos8025037/,1871,Semarang,284,100,3,2,0,0,0,0,2200,SHM,RUMAH MEWAH 2 LANTAI DEKAT UNDIP TEMBALANG,TOWNHOUSE SAWUNGGALING JL. SAWUNGGALING V MULAWARMAN II BANYUMANIK KOTA SEMARANG
94,03-15-2021,https://www.rumah123.com/properti/semarang/hos7801508/,1400,Semarang,192,200,4,3,1,0,0,0,3500,SHM,"RUMAH LUAS DI SEMARANG INDAH SEMARANG BARAT, SEMARANG","KAMAR TIDUR 4+1
 
 
 
 KAMAR MANDI 3
 
 
 
 LEBAR DEPAN 12 METER
 
 
 
 HADAP BARAT
 
 
 
 LISTRIK 3.500 WATT
 
 
 
 1,5 LANTAI
 
 
 
 PDAM
 
 
 
 CARPORT
 
 
 
 RUMAH LUAS DI SEMARANG INDAH, LINGKUNGAN NYAMAN, SECURITY 24 JAM, JALAN LEBAR.
 
 
 
 LOKASI DEKAT TRI TUNGGAL, DEKAT BANDARA, DEKAT TUGU MUDA.
 
 
 
 10 MENIT KE PUSAT KOTA SEMARANG."
95,03-15-2021,https://www.rumah123.com/properti/semarang/hos8018335/,3200,Semarang,567,300,4,3,0,0,0,0,2200,SHM,RUMAH STRATEGIS DI RAYA DURIAN BANYUMANIK SEMARANG,"KAMAR TIDUR 4
 
 
 
 KAMAR MANDI 3
 
 
 
 LEBAR DEPAN 15 METER
 
 
 
 HADAP BARAT
 
 
 
 LISTRIK 2.200 WATT
 
 
 
 PDAM
 
 
 
 ARTETIS
 
 
 
 LOKASI STRATEGIS DI DEKAT JALAN RAYA JALAN LEBAR.
 
 
 
 BISA SIMPANGAN 2 MOBIL, BISA UNTUK USAHA, TIDAK BANJIR, TENGAH KOTA."
96,03-15-2021,https://www.rumah123.com/properti/semarang/hos7805519/,410,Semarang,93,45,2,1,0,0,0,0,1300,SHM,NEGO SAMPAI DADI GRIYA PURWOMUKTI ASRI ARYAMUKTI PEDURUNGAN,LOKASINYA STRATEGIS DKT MANUNGGAL JATI MAJAPAHIT PEDURUNGAN.
97,03-15-2021,https://www.rumah123.com/properti/semarang/hos7805511/,440,Semarang,110,45,2,1,0,0,0,0,1300,SHM,STRATEGIS DKT MANUNGGAL JATI NASMOCO &AMP HOTEL HORISON,"LUAS TANAH 110
 LUAS BANGUNAN 45
 HARGA 475JT
 
 KHUSUS SATU PEMBELIAN CASH DI BULAN INI DISKON 35JT
 
 LOKASI DEKAT MANUNGGAL JATI PEDURUNGAN DAN BELAKANG HOTEL HORISON MAJAPAHIT PEDURUNGAN.
 
 UTK INFO LEBIH LANJUT HUBUNGI 082136653613"
98,03-12-2021,https://www.rumah123.com/properti/semarang/hos7784468/,625,Semarang,96,70,3,1,0,0,0,0,1300,SHM,RUMAH SHM PERMATA PURI NGALIYAN SEMARANG,RUMAH SHM DI PERMATA PURI NGALIYAN. BISA KPR.
99,03-12-2021,https://www.rumah123.com/properti/semarang/hos7997109/,475,Semarang,106,54,3,1,0,0,2,0,1300,SHM,"RUMAH MURAH TANAH LUAS DI ELANG RAYA, HANYA 2 MENIT KE RSUD KETILENG",DIJUAL RUMAH ISTIMEWA MURAH DI ELANG RAYA HANYA 2 MENIT KE RSUD KETILENG
100,03-10-2021,https://www.rumah123.com/properti/semarang/hos7917841/,1181,Semarang,69,120,2,1,1,1,2,0,2200,SHM,RUMAH STRATEGIS TENGAH KOTA PANDANARAN HILL MODEL LEVEL SPLIT,"PERUM PANDANARAN HILL SIAP HUNI.TYPE SIERRA MODEL LEVEL SPLIT. LOKASI STRATEGIS DEKAT KOTAA.BERADA DI KAWASAN PENGEMBANG BESAR.MEMPUNYAI NILAI INVESTASI NAIK DARI TAHUN KE TAHUN. BEBAS BANJIR.UDARA SEJUK DAN SEGAR BEBAS POLUSI. KEAMNAN DILENGKAPI DENGAN SECURITY 24 JAM,ONE GATE SYSTEM."
